,Date,Season,Vụ nuôi,module_name,ao,Ngày thả,Time,Nhiệt độ,pH,Độ mặn,TDS,Độ đục,DO,Độ màu,Độ trong,Độ kiềm,Độ cứng,Amoni,Nitrat,Nitrit,Phosphate (PO43-),Silica,Canxi,Kali,Magie,Loại ao,Công nghệ nuôi,area,Giống tôm,Tuổi tôm,Con/Kg,Mực nước,Thay nước (cm),WQI,unit,size
77,2022-06-09,Rainy,Vụ 1-2022,A1,D5N9,57,8,30.2,7.55,23.44,23.7,70.29,4.89,300.0,24.0,179.0,4500.0,3.32,1.4,0.7,7.56,3.72,391.25,329.0,690.0,Rectangle,Nuôi 1,1785.0,Vietuc,68.0,,70.0,0.0,0.68,Vụ 1-2022-A1-D5N9,74.13243616301475
78,2022-06-08,Rainy,Vụ 1-2022,A1,D5N9,56,8,29.89,7.54,23.2,23.47,49.61,4.99,418.0,25.0,176.0,6000.0,2.52,0.1,0.07,1.44,1.88,222.25,205.25,753.5,Rectangle,Nuôi 1,1785.0,Vietuc,67.0,,71.0,0.0,0.69,Vụ 1-2022-A1-D5N9,77.17996891818142
79,2022-06-07,Rainy,Vụ 1-2022,A1,D5N9,55,8,29.46,7.56,23.61,39.89,65.72,4.99,447.0,24.0,173.0,6500.0,4.76,0.13,0.43,1.47,2.28,361.25,317.75,670.0,Rectangle,Nuôi 1,1785.0,Vietuc,66.0,,73.0,0.0,0.69,Vụ 1-2022-A1-D5N9,80.54117643100378
80,2022-06-06,Rainy,Vụ 1-2022,A1,D5N9,54,8,29.76,7.53,23.56,23.77,63.37,4.9,340.0,25.0,170.0,6500.0,7.72,0.13,0.37,1.63,3.2,151.75,143.0,764.5,Rectangle,Nuôi 1,1785.0,Vietuc,65.0,,71.0,0.0,0.68,Vụ 1-2022-A1-D5N9,84.24834444260256
81,2022-06-05,Rainy,Vụ 1-2022,A1,D5N9,53,8,29.8,7.55,23.49,23.77,65.37,4.93,433.0,26.0,176.0,6500.0,7.44,0.21,0.42,1.59,2.12,486.25,434.75,980.0,Rectangle,Nuôi 1,1785.0,Vietuc,64.0,,71.0,0.0,0.73,Vụ 1-2022-A1-D5N9,88.33708178291674
82,2022-06-04,Rainy,Vụ 1-2022,A1,D5N9,52,8,29.78,7.49,23.47,23.72,58.81,4.89,437.0,25.0,175.0,6500.0,7.72,0.2,0.45,1.53,1.8,238.25,220.75,761.75,Rectangle,Nuôi 1,1785.0,Vietuc,63.0,,70.0,10.0,0.69,Vụ 1-2022-A1-D5N9,92.84666240774243
83,2022-06-03,Rainy,Vụ 1-2022,A1,D5N9,51,8,29.01,7.5,23.29,23.56,59.41,4.93,538.0,25.0,184.0,6500.0,11.6,0.12,0.74,1.55,3.24,357.75,540.75,670.0,Rectangle,Nuôi 1,1785.0,Vietuc,62.0,,71.0,35.0,0.72,Vụ 1-2022-A1-D5N9,97.82040264077011
84,2022-06-02,Rainy,Vụ 1-2022,A1,D5N9,50,8,29.59,7.6,23.9,24.51,108.06,4.84,622.0,20.0,180.0,6500.0,10.8,0.3,0.35,1.53,3.52,225.5,755.75,886.75,Rectangle,Nuôi 1,1785.0,Vietuc,61.0,,71.0,0.0,0.71,Vụ 1-2022-A1-D5N9,103.30607724418061
85,2022-06-01,Rainy,Vụ 1-2022,A1,D5N9,49,8,30.31,7.4,26.15,26.14,55.64,4.09,434.0,20.0,187.0,6500.0,12.8,1.09,0.72,1.46,3.52,246.0,288.0,756.75,Rectangle,Nuôi 1,1785.0,Vietuc,60.0,,61.0,0.0,0.66,Vụ 1-2022-A1-D5N9,109.35637831432405
86,2022-05-31,Rainy,Vụ 1-2022,A1,D5N9,48,8,29.65,7.51,26.12,26.12,103.27,4.98,586.0,21.0,187.0,6500.0,14.1,1.31,0.51,1.09,2.84,486.25,434.75,980.0,Rectangle,Nuôi 1,1785.0,Vietuc,59.0,,71.0,0.0,0.7,Vụ 1-2022-A1-D5N9,116.02942141035837
87,2022-05-30,Rainy,Vụ 1-2022,A1,D5N9,47,8,28.8,7.57,26.13,26.13,87.33,5.17,578.0,20.0,184.0,6500.0,4.52,0.0,0.02,1.23,3.88,205.5,186.75,755.25,Rectangle,Nuôi 1,1785.0,Vietuc,58.0,,70.0,0.0,0.67,Vụ 1-2022-A1-D5N9,123.38930377741465
88,2022-05-29,Rainy,Vụ 1-2022,A1,D5N9,46,8,28.8,7.57,26.13,26.13,87.33,5.17,598.0,20.0,167.0,6500.0,3.84,0.0,0.02,0.46,2.92,431.75,393.75,709.0,Rectangle,Nuôi 1,1785.0,Vietuc,57.0,,70.0,0.0,0.69,Vụ 1-2022-A1-D5N9,131.50672002624685
89,2022-05-28,Rainy,Vụ 1-2022,A1,D5N9,45,8,29.05,7.42,26.46,26.32,43.72,4.16,522.0,26.0,169.0,6500.0,1.72,0.0,0.0,0.6,1.48,172.25,154.75,761.75,Rectangle,Nuôi 1,1785.0,Vietuc,56.0,,70.0,0.0,0.66,Vụ 1-2022-A1-D5N9,140.45964118321362
90,2022-05-27,Rainy,Vụ 1-2022,A1,D5N9,44,8,28.94,7.35,29.01,28.7,47.14,4.01,530.0,25.0,169.0,6000.0,1.76,0.02,0.0,0.41,1.88,492.0,505.25,820.0,Rectangle,Nuôi 1,1785.0,Vietuc,55.0,,77.0,10.0,0.68,Vụ 1-2022-A1-D5N9,150.33406363313972
91,2022-05-26,Rainy,Vụ 1-2022,A1,D5N9,43,8,29.84,7.44,29.19,28.85,41.88,4.7,439.0,21.0,169.0,6000.0,2.12,0.0,0.02,0.46,1.72,250.75,228.0,749.75,Rectangle,Nuôi 1,1785.0,Vietuc,54.0,,55.0,40.0,0.65,Vụ 1-2022-A1-D5N9,161.22483514895166
92,2022-05-25,Rainy,Vụ 1-2022,A1,D5N9,42,8,28.94,7.35,29.01,28.7,47.14,4.01,461.0,27.0,170.0,5500.0,3.48,0.0,0.0,0.41,1.84,486.25,534.75,980.0,Rectangle,Nuôi 1,1785.0,Vietuc,53.0,,70.0,0.0,0.67,Vụ 1-2022-A1-D5N9,173.2365659424331
93,2022-05-24,Rainy,Vụ 1-2022,A1,D5N9,41,8,28.74,7.9,29.44,29.09,47.7,5.58,463.0,27.0,178.0,6000.0,3.04,0.0,0.0,0.35,3.04,244.25,227.5,755.5,Rectangle,Nuôi 1,1785.0,Vietuc,52.0,,71.0,10.0,0.66,Vụ 1-2022-A1-D5N9,186.4846334871055
94,2022-05-23,Rainy,Vụ 1-2022,A1,D5N9,40,8,28.29,7.9,29.32,28.99,52.09,5.77,444.0,27.0,196.0,5500.0,2.84,0.0,0.0,0.3,2.88,328.0,284.0,688.0,Rectangle,Nuôi 1,1785.0,Vietuc,51.0,,70.0,0.0,0.67,Vụ 1-2022-A1-D5N9,201.09629076495978
95,2022-05-22,Rainy,Vụ 1-2022,A1,D5N9,39,8,29.54,7.6,30.47,29.99,44.05,4.79,440.0,26.0,198.0,6000.0,2.88,0.0,0.0,0.28,2.44,240.5,222.75,755.0,Rectangle,Nuôi 1,1785.0,Vietuc,50.0,,65.0,0.0,0.65,Vụ 1-2022-A1-D5N9,217.21188858219244
96,2022-05-21,Rainy,Vụ 1-2022,A1,D5N9,38,8,30.47,7.56,29.94,29.51,67.6,5.38,451.0,25.0,160.0,5000.0,3.88,0.0,0.0,0.99,2.28,609.25,594.25,1200.0,Rectangle,Nuôi 1,1785.0,Vietuc,49.0,,72.0,0.0,0.68,Vụ 1-2022-A1-D5N9,234.98622369477545
97,2022-05-20,Rainy,Vụ 1-2022,A1,D5N9,37,8,29.61,7.9,30.4,29.93,53.85,5.65,560.0,25.0,143.0,6000.0,4.0,0.0,0.0,0.9,2.4,248.5,224.0,741.0,Rectangle,Nuôi 1,1785.0,Vietuc,48.0,,65.0,0.0,0.64,Vụ 1-2022-A1-D5N9,254.590025693146
98,2022-05-19,Rainy,Vụ 1-2022,A1,D5N9,36,8,28.55,7.59,30.09,29.66,33.5,5.62,343.0,30.0,137.0,6000.0,1.88,0.0,0.0,0.8,1.08,338.75,279.75,690.0,Rectangle,Nuôi 1,1785.0,Vietuc,47.0,,70.0,0.0,0.66,Vụ 1-2022-A1-D5N9,276.211596928137
99,2022-05-18,Rainy,Vụ 1-2022,A1,D5N9,35,8,29.31,7.78,30.54,30.05,32.91,5.87,349.0,31.0,143.0,6000.0,2.32,0.01,0.0,1.6,1.48,245.5,226.25,745.0,Rectangle,Nuôi 1,1785.0,Vietuc,46.0,,73.0,0.0,0.65,Vụ 1-2022-A1-D5N9,300.05862123029283
100,2022-05-17,Rainy,Vụ 1-2022,A1,D5N9,34,8,29.61,7.9,30.4,29.93,53.85,5.65,1560.0,25.0,143.0,6000.0,4.0,0.0,0.0,0.9,2.4,241.5,222.75,745.5,Rectangle,Nuôi 1,1785.0,Vietuc,45.0,,65.0,20.0,0.6,Vụ 1-2022-A1-D5N9,326.3601587960406
101,2022-05-16,Rainy,Vụ 1-2022,A1,D5N9,33,8,31.29,7.78,30.39,29.9,50.29,5.92,209.0,27.0,147.0,6000.0,2.52,0.0,0.0,2.08,1.24,405.5,385.25,801.0,Rectangle,Nuôi 1,1785.0,Vietuc,44.0,,69.0,15.0,0.68,Vụ 1-2022-A1-D5N9,355.36884640239765
102,2022-05-15,Rainy,Vụ 1-2022,A1,D5N9,32,8,31.1,7.56,31.17,30.59,57.4,5.22,401.0,24.0,150.0,5500.0,6.4,0.0,0.0,0.8,27.28,366.0,304.5,1061.25,Rectangle,Nuôi 1,1785.0,Vietuc,43.0,500.0,71.0,25.0,0.6,Vụ 1-2022-A1-D5N9,387.36332408415507
103,2022-05-14,Rainy,Vụ 1-2022,A1,D5N9,31,8,29.94,7.6,31.13,30.55,41.59,5.15,554.0,23.0,147.0,6000.0,2.8,0.0,0.01,1.6,2.4,360.5,300.75,1054.5,Rectangle,Nuôi 1,1785.0,Vietuc,42.0,,71.0,0.0,0.65,Vụ 1-2022-A1-D5N9,422.65091158274043
104,2022-05-13,Rainy,Vụ 1-2022,A1,D5N9,30,8,29.34,7.64,30.6,30.1,21.79,5.82,417.0,24.0,150.0,6000.0,3.72,0.0,0.0,4.68,3.72,353.0,299.0,1051.5,Rectangle,Nuôi 1,1785.0,Vietuc,41.0,,71.0,10.0,0.66,Vụ 1-2022-A1-D5N9,461.5705602751248
105,2022-05-12,Rainy,Vụ 1-2022,A1,D5N9,29,8,30.94,7.62,30.67,30.15,48.03,5.48,434.0,25.0,153.0,5000.0,0.48,0.03,0.0,4.48,3.28,354.0,296.0,1050.25,Rectangle,Nuôi 1,1785.0,Vietuc,40.0,,70.0,0.0,0.64,Vụ 1-2022-A1-D5N9,504.49610893722416
106,2022-05-11,Rainy,Vụ 1-2022,A1,D5N9,28,8,29.34,7.64,30.6,30.1,21.79,5.82,417.0,24.0,150.0,6000.0,3.72,0.0,0.0,4.68,3.72,403.25,316.25,1001.0,Rectangle,Nuôi 1,1785.0,Vietuc,39.0,,71.0,10.0,0.66,Vụ 1-2022-A1-D5N9,551.8398746147087
107,2022-05-10,Rainy,Vụ 1-2022,A1,D5N9,27,8,29.59,7.78,30.32,29.85,59.03,5.54,327.0,23.0,137.0,6000.0,2.0,0.0,0.0,1.6,4.35,245.25,226.5,743.0,Rectangle,Nuôi 1,1785.0,Vietuc,38.0,,70.0,0.0,0.64,Vụ 1-2022-A1-D5N9,604.0566130929661
108,2022-05-09,Rainy,Vụ 1-2022,A1,D5N9,26,8,29.14,7.86,30.26,29.8,53.97,6.33,347.0,23.0,132.0,5500.0,0.85,1.02,0.0,2.72,3.6,420.0,450.0,898.0,Rectangle,Nuôi 1,1785.0,Vietuc,37.0,909.09,72.0,0.0,0.67,Vụ 1-2022-A1-D5N9,661.6478870081174
109,2022-05-08,Rainy,Vụ 1-2022,A1,D5N9,25,8,28.45,7.85,29.96,29.55,71.23,6.14,320.0,23.0,133.0,6000.0,2.12,0.0,0.0,0.96,2.36,248.5,224.0,741.0,Rectangle,Nuôi 1,1785.0,Vietuc,36.0,,78.0,0.0,0.65,Vụ 1-2022-A1-D5N9,725.166883556533
110,2022-05-07,Rainy,Vụ 1-2022,A1,D5N9,24,8,29.99,7.85,30.06,29.62,59.49,6.04,407.0,25.0,147.0,5000.0,4.28,0.0,0.0,0.8,1.96,357.4,342.8,1036.0,Rectangle,Nuôi 1,1785.0,Vietuc,35.0,,70.0,0.0,0.65,Vụ 1-2022-A1-D5N9,795.2237280788798
111,2022-05-06,Rainy,Vụ 1-2022,A1,D5N9,23,8,30.29,7.96,29.99,29.56,48.28,6.5,434.0,22.0,150.0,5500.0,4.12,0.0,0.01,0.84,1.96,243.25,222.0,734.0,Rectangle,Nuôi 1,1785.0,Vietuc,34.0,,62.0,0.0,0.64,Vụ 1-2022-A1-D5N9,872.4913445577919
112,2022-05-05,Rainy,Vụ 1-2022,A1,D5N9,22,8,29.47,7.93,29.66,29.27,46.47,6.21,349.0,20.0,157.0,5000.0,4.04,0.0,0.01,0.76,1.96,310.0,260.0,723.0,Rectangle,Nuôi 1,1785.0,Vietuc,33.0,,68.0,0.0,0.64,Vụ 1-2022-A1-D5N9,957.7119193215862
113,2022-05-04,Rainy,Vụ 1-2022,A1,D5N9,21,8,29.93,7.97,29.7,29.3,51.47,6.3,478.0,21.0,140.0,5500.0,2.76,0.0,0.0,0.7,1.68,352.75,281.75,500.0,Rectangle,Nuôi 1,1785.0,Vietuc,32.0,,65.0,20.0,0.65,Vụ 1-2022-A1-D5N9,1051.7040300404874
114,2022-05-03,Rainy,Vụ 1-2022,A1,D5N9,20,8,28.43,8.11,29.13,28.82,27.73,6.7,526.0,20.0,177.0,4500.0,1.28,0.0,0.0,0.35,3.28,328.0,284.0,688.0,Rectangle,Nuôi 1,1785.0,Vietuc,31.0,,54.0,0.0,0.65,Vụ 1-2022-A1-D5N9,1155.3705084922087
115,2022-05-02,Rainy,Vụ 1-2022,A1,D5N9,19,8,28.19,8.11,29.97,29.49,41.25,6.52,470.0,25.0,170.0,4500.0,1.48,0.0,0.0,1.55,2.92,609.25,594.25,1200.0,Rectangle,Nuôi 1,1785.0,Vietuc,30.0,,60.0,0.0,0.69,Vụ 1-2022-A1-D5N9,1269.7071126219007
116,2022-05-01,Rainy,Vụ 1-2022,A1,D5N9,18,8,28.19,8.12,29.89,29.49,40.34,6.51,265.0,27.0,170.0,5500.0,7.0,0.01,0.0,0.2,3.04,319.25,274.25,764.0,Rectangle,Nuôi 1,1785.0,Vietuc,29.0,,62.0,15.0,0.67,Vụ 1-2022-A1-D5N9,1395.8120911950675
117,2022-04-30,Dry,Vụ 1-2022,A1,D5N9,17,8,27.58,8.19,29.73,29.36,34.44,6.71,156.0,32.0,159.0,5000.0,1.36,0.0,0.0,0.2,1.67,345.25,275.75,1000.25,Rectangle,Nuôi 1,1785.0,Vietuc,28.0,,65.0,0.0,0.68,Vụ 1-2022-A1-D5N9,1534.8967329157585
118,2022-04-29,Dry,Vụ 1-2022,A1,D5N9,16,8,27.58,8.19,29.73,29.36,34.44,6.71,156.0,32.0,159.0,5000.0,1.36,0.0,0.0,0.2,1.67,338.75,279.75,690.0,Rectangle,Nuôi 1,1785.0,Vietuc,27.0,,65.0,0.0,0.68,Vụ 1-2022-A1-D5N9,1688.2970013385418
119,2022-04-28,Dry,Vụ 1-2022,A1,D5N9,15,8,31.03,7.94,32.51,31.76,109.8,5.76,351.0,16.0,213.0,6000.0,9.4,0.0,0.0,3.5,6.12,326.75,260.0,962.75,Rectangle,Vèo 1,232.0,Vietuc,26.0,,59.0,0.0,0.65,Vụ 1-2022-A1-D5N9,1857.4863673322225
120,2022-04-27,Dry,Vụ 1-2022,A1,D5N9,14,8,30.94,8.02,31.8,31.14,126.14,5.55,496.0,19.0,251.0,5500.0,8.3,0.0,0.0,12.4,5.92,506.2,509.0,1050.0,Rectangle,Vèo 1,232.0,Vietuc,25.0,,100.0,0.0,0.68,Vụ 1-2022-A1-D5N9,2044.089962356259
121,2022-04-26,Dry,Vụ 1-2022,A1,D5N9,13,8,30.67,7.9,31.34,30.73,105.82,5.5,364.0,17.0,232.0,6500.0,8.36,0.0,0.0,23.3,5.2,557.75,340.75,990.0,Rectangle,Vèo 1,232.0,Vietuc,24.0,,75.0,10.0,0.69,Vụ 1-2022-A1-D5N9,2249.900188497749
122,2022-04-25,Dry,Vụ 1-2022,A1,D5N9,12,8,30.74,7.97,30.99,30.43,83.25,5.46,292.0,19.0,204.0,5000.0,8.76,0.04,0.01,9.6,5.28,525.0,480.0,988.0,Rectangle,Vèo 1,232.0,Vietuc,23.0,,96.0,0.0,0.67,Vụ 1-2022-A1-D5N9,2476.893935209622
123,2022-04-24,Dry,Vụ 1-2022,A1,D5N9,11,8,30.29,8.01,30.39,29.91,78.24,5.74,301.0,18.0,197.0,5000.0,8.16,0.0,0.02,11.64,4.28,478.5,444.0,805.0,Rectangle,Vèo 1,232.0,Vietuc,22.0,,97.0,0.0,0.66,Vụ 1-2022-A1-D5N9,2727.2515681236987
124,2022-04-23,Dry,Vụ 1-2022,A1,D5N9,10,8,29.42,8.05,29.09,28.77,82.93,5.91,348.0,16.0,187.0,5000.0,10.68,0.0,0.01,8.68,6.48,319.25,374.25,764.0,Rectangle,Vèo 1,232.0,Vietuc,21.0,,73.0,0.0,0.65,Vụ 1-2022-A1-D5N9,3003.3778723337396
125,2022-04-22,Dry,Vụ 1-2022,A1,D5N9,9,8,29.16,8.05,28.99,28.68,81.19,5.87,484.0,20.0,210.0,5500.0,6.52,0.0,0.0,9.64,7.68,488.5,370.5,788.0,Rectangle,Vèo 1,232.0,Vietuc,20.0,,70.0,0.0,0.67,Vụ 1-2022-A1-D5N9,3307.9251513170934
126,2022-04-21,Dry,Vụ 1-2022,A1,D5N9,8,8,28.71,8.1,28.43,28.19,66.19,6.0,432.0,20.0,235.0,5000.0,4.88,0.0,0.0,3.22,5.04,279.75,338.75,690.0,Rectangle,Vèo 1,232.0,Vietuc,19.0,,97.0,0.0,0.67,Vụ 1-2022-A1-D5N9,3643.8187033693234
127,2022-04-20,Dry,Vụ 1-2022,A1,D5N9,7,8,30.17,8.2,30.61,30.09,70.53,5.68,321.0,20.0,188.0,4750.0,5.52,0.0,0.0,2.18,7.55,386.75,343.0,502.0,Rectangle,Vèo 1,232.0,Vietuc,18.0,,100.0,0.0,0.63,Vụ 1-2022-A1-D5N9,4014.284920263125
128,2022-04-19,Dry,Vụ 1-2022,A1,D5N9,6,8,28.37,8.2,27.51,27.38,91.95,6.18,300.0,19.0,201.0,5000.0,3.28,0.9,0.0,2.39,4.15,506.2,509.0,1050.0,Rectangle,Vèo 1,232.0,Vietuc,17.0,,100.0,0.0,0.7,Vụ 1-2022-A1-D5N9,4422.882278030397
129,2022-04-18,Dry,Vụ 1-2022,A1,D5N9,5,8,28.97,8.14,27.44,27.31,64.46,6.14,348.0,21.0,211.0,6000.0,3.0,0.0,0.0,1.94,4.6,358.23,308.5,1076.75,Rectangle,Vèo 1,232.0,Vietuc,16.0,,100.0,0.0,0.7,Vụ 1-2022-A1-D5N9,4873.535517546309
130,2022-04-17,Dry,Vụ 1-2022,A1,D5N9,4,8,29.14,8.2,27.28,27.16,50.78,6.2,127.0,23.0,203.0,5000.0,0.22,0.0,0.0,2.01,0.85,328.0,284.0,688.0,Rectangle,Vèo 1,232.0,Vietuc,15.0,,100.0,0.0,0.69,Vụ 1-2022-A1-D5N9,5370.5733432335255
131,2022-04-16,Dry,Vụ 1-2022,A1,D5N9,3,8,28.33,8.23,28.39,28.16,58.76,6.39,121.0,23.0,157.0,5500.0,0.24,0.05,0.0,1.04,4.45,492.0,505.25,820.0,Rectangle,Vèo 1,232.0,Vietuc,14.0,,100.0,0.0,0.7,Vụ 1-2022-A1-D5N9,5918.770001997702
132,2022-04-15,Dry,Vụ 1-2022,A1,D5N9,2,8,28.85,8.32,27.04,26.95,18.77,6.45,156.0,22.0,177.0,4250.0,0.26,0.0,0.0,0.18,3.7,319.25,274.25,764.0,Rectangle,Vèo 1,232.0,Vietuc,13.0,,100.0,0.0,0.67,Vụ 1-2022-A1-D5N9,6523.391141776555
133,2022-04-14,Dry,Vụ 1-2022,A1,D5N9,1,8,30.23,8.27,27.29,28.27,4.54,6.17,172.0,22.0,184.0,6000.0,0.6,0.0,0.0,1.02,3.95,311.0,248.25,499.0,Rectangle,Vèo 1,232.0,Vietuc,12.0,,100.0,0.0,0.69,Vụ 1-2022-A1-D5N9,7190.24439019217
134,2022-06-11,Rainy,Vụ 1-2022,B5,D1N6,65,8,30.34,7.51,31.06,30.49,45.3,5.35,309.0,33.0,160.0,6000.0,2.44,0.0,0.0,1.56,1.64,328.0,284.0,688.0,Circle,Nuôi 1,834.0,Vietuc,76.0,52.0,83.0,0.0,0.66,Vụ 1-2022-B5-D1N6,58.045904736894215
135,2022-06-10,Rainy,Vụ 1-2022,B5,D1N6,64,8,29.47,7.52,25.6,25.65,111.29,4.99,287.0,25.0,176.0,5500.0,10.8,0.3,0.2,1.87,1.84,319.0,266.0,959.75,Circle,Nuôi 1,834.0,Vietuc,75.0,,85.0,0.0,0.67,Vụ 1-2022-B5-D1N6,59.43769192606033
136,2022-06-09,Rainy,Vụ 1-2022,B5,D1N6,63,8,29.8,7.5,26.12,27.41,68.86,4.73,312.0,32.0,175.0,6000.0,10.8,0.3,0.24,1.75,1.64,506.2,509.0,1050.0,Circle,Nuôi 1,834.0,Vietuc,74.0,,120.0,0.0,0.71,Vụ 1-2022-B5-D1N6,60.972732213500706
137,2022-06-08,Rainy,Vụ 1-2022,B5,D1N6,62,8,29.79,7.42,26.09,26.09,65.58,4.8,312.0,32.0,175.0,6000.0,10.3,0.0,0.34,1.53,3.84,506.2,509.0,1050.0,Circle,Nuôi 1,834.0,Vietuc,73.0,,96.0,0.0,0.71,Vụ 1-2022-B5-D1N6,62.665770274496836
138,2022-06-07,Rainy,Vụ 1-2022,B5,D1N6,61,8,29.85,7.51,26.95,26.86,60.43,5.41,309.0,32.0,178.0,6000.0,13.1,0.0,0.08,1.47,3.72,310.0,260.0,723.0,Circle,Nuôi 1,834.0,Vietuc,72.0,,95.0,0.0,0.67,Vụ 1-2022-B5-D1N6,64.53306841607272
139,2022-06-06,Rainy,Vụ 1-2022,B5,D1N6,60,8,29.81,7.76,23.4,25.7,75.86,4.26,291.0,27.0,163.0,6000.0,5.2,0.3,0.24,1.93,2.12,279.75,338.75,690.0,Circle,Nuôi 1,834.0,Vietuc,71.0,,90.0,10.0,0.69,Vụ 1-2022-B5-D1N6,66.59256278295142
140,2022-06-05,Rainy,Vụ 1-2022,B5,D1N6,59,8,29.46,7.7,23.45,25.66,70.77,4.21,296.0,26.0,165.0,6000.0,4.48,0.13,0.25,1.79,1.88,340.0,405.0,602.0,Circle,Nuôi 1,834.0,Vietuc,70.0,68.03,72.0,10.0,0.69,Vụ 1-2022-B5-D1N6,68.86403564139141
141,2022-06-04,Rainy,Vụ 1-2022,B5,D1N6,58,8,29.88,7.5,23.0,25.68,70.75,5.52,293.0,27.0,165.0,6000.0,4.32,0.1,0.22,1.87,2.12,340.25,296.75,1049.25,Circle,Nuôi 1,834.0,Vietuc,69.0,76.34,91.0,0.0,0.72,Vụ 1-2022-B5-D1N6,71.369305395758
142,2022-06-03,Rainy,Vụ 1-2022,B5,D1N6,57,8,29.47,7.52,25.6,25.65,111.29,4.99,287.0,25.0,176.0,5500.0,10.8,0.3,0.2,1.87,1.84,560.0,590.0,1009.0,Circle,Nuôi 1,834.0,Vietuc,68.0,,85.0,15.0,0.71,Vụ 1-2022-B5-D1N6,74.13243616301475
143,2022-06-02,Rainy,Vụ 1-2022,B5,D1N6,56,8,29.8,7.5,26.12,27.41,68.86,4.73,312.0,32.0,175.0,6000.0,10.8,0.3,0.24,1.75,1.64,394.0,349.75,705.0,Circle,Nuôi 1,834.0,Vietuc,67.0,,120.0,20.0,0.69,Vụ 1-2022-B5-D1N6,77.17996891818142
144,2022-06-01,Rainy,Vụ 1-2022,B5,D1N6,55,8,29.79,7.42,26.09,26.09,65.58,4.8,312.0,32.0,175.0,6000.0,10.3,0.0,0.34,1.53,3.84,323.5,287.0,1018.0,Circle,Nuôi 1,834.0,Vietuc,66.0,,96.0,0.0,0.68,Vụ 1-2022-B5-D1N6,80.54117643100378
145,2022-05-31,Rainy,Vụ 1-2022,B5,D1N6,54,8,29.85,7.51,26.95,26.86,60.43,5.41,309.0,32.0,178.0,6000.0,13.1,0.0,0.08,1.47,3.72,381.25,325.75,1126.0,Circle,Nuôi 1,834.0,Vietuc,65.0,,95.0,0.0,0.69,Vụ 1-2022-B5-D1N6,84.24834444260256
146,2022-05-30,Rainy,Vụ 1-2022,B5,D1N6,53,8,29.33,7.51,27.83,27.66,79.28,5.42,213.0,30.0,176.0,6000.0,0.0,1.6,0.0,1.32,2.92,365.0,302.5,705.0,Circle,Nuôi 1,834.0,Vietuc,64.0,85.47,103.0,25.0,0.69,Vụ 1-2022-B5-D1N6,88.33708178291674
147,2022-05-29,Rainy,Vụ 1-2022,B5,D1N6,52,8,28.86,7.5,28.07,27.87,47.34,5.43,312.0,30.0,168.0,5500.0,1.88,0.0,0.0,1.92,2.72,406.75,308.5,1018.0,Circle,Nuôi 1,834.0,Vietuc,63.0,,116.0,25.0,0.68,Vụ 1-2022-B5-D1N6,92.84666240774243
148,2022-05-28,Rainy,Vụ 1-2022,B5,D1N6,51,8,28.27,7.53,28.09,27.89,14.89,5.46,302.0,27.0,173.0,5500.0,2.44,0.0,0.0,1.88,2.44,361.25,297.5,1052.5,Circle,Nuôi 1,834.0,Vietuc,62.0,109.89,110.0,0.0,0.68,Vụ 1-2022-B5-D1N6,97.82040264077011
149,2022-05-27,Rainy,Vụ 1-2022,B5,D1N6,50,8,29.38,7.5,30.31,29.85,31.91,5.31,307.0,31.0,168.0,6000.0,2.32,0.0,0.0,1.73,2.64,367.5,299.5,1052.75,Circle,Nuôi 1,834.0,Vietuc,61.0,,110.0,0.0,0.67,Vụ 1-2022-B5-D1N6,103.30607724418061
150,2022-05-26,Rainy,Vụ 1-2022,B5,D1N6,49,8,30.46,7.57,30.79,30.26,39.08,5.81,267.0,30.0,169.0,6000.0,2.72,0.0,0.0,2.01,2.72,468.75,409.75,977.5,Circle,Nuôi 1,834.0,Vietuc,60.0,,106.0,0.0,0.69,Vụ 1-2022-B5-D1N6,109.35637831432405
151,2022-05-25,Rainy,Vụ 1-2022,B5,D1N6,48,8,30.01,7.49,30.43,29.95,47.83,5.21,317.0,32.0,160.0,6000.0,1.88,0.0,0.0,1.77,2.8,519.25,574.25,1105.0,Circle,Nuôi 1,834.0,Vietuc,59.0,113.64,105.0,0.0,0.7,Vụ 1-2022-B5-D1N6,116.02942141035837
152,2022-05-24,Rainy,Vụ 1-2022,B5,D1N6,47,8,29.71,7.46,30.62,30.12,47.5,5.44,310.0,31.0,163.0,5500.0,2.64,0.0,0.0,1.78,2.88,311.0,248.25,499.0,Circle,Nuôi 1,834.0,Vietuc,58.0,,90.0,35.0,0.64,Vụ 1-2022-B5-D1N6,123.38930377741465
153,2022-05-23,Rainy,Vụ 1-2022,B5,D1N6,46,8,29.42,7.45,27.49,27.35,36.68,4.95,307.0,35.0,162.0,5000.0,2.64,0.0,0.0,1.52,1.48,338.75,279.75,690.0,Circle,Nuôi 1,834.0,Vietuc,57.0,,82.0,15.0,0.66,Vụ 1-2022-B5-D1N6,131.50672002624685
154,2022-05-22,Rainy,Vụ 1-2022,B5,D1N6,45,8,30.34,7.51,31.06,30.49,45.3,5.35,309.0,33.0,160.0,6000.0,2.44,0.0,0.0,1.56,1.64,419.25,374.25,764.0,Circle,Nuôi 1,834.0,Vietuc,56.0,,83.0,30.0,0.67,Vụ 1-2022-B5-D1N6,140.45964118321362
